trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.99}",25,0,-54.00654867521434,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
2,False,"{'a': 0.3, 'e': 0.9801}",25,0,-184.80978151329867,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
3,False,"{'a': 0.3, 'e': 0.9702989999999999}",20,0,-75.72644322954692,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.3, 'e': 0.96059601}",20,15,-36.55098738145428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,False,"{'a': 0.3, 'e': 0.9509900498999999}",20,0,2.6110967559158897,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
6,False,"{'a': 0.3, 'e': 0.9414801494009999}",20,0,-54.31998068127613,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
7,False,"{'a': 0.3, 'e': 0.9320653479069899}",20,0,-13.04962163437822,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
8,False,"{'a': 0.3, 'e': 0.92274469442792}",25,0,-195.4070813623424,"{0: 11, 1: 1, 2: 10, 3: 1, 4: 2}",0
9,False,"{'a': 0.3, 'e': 0.9135172474836407}",20,0,-176.61446922824433,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
10,False,"{'a': 0.3, 'e': 0.9043820750088043}",25,6,-67.13522036263242,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 0}",1
11,False,"{'a': 0.3, 'e': 0.8953382542587163}",20,9,-134.3428612604313,"{0: 5, 1: 0, 2: 2, 3: 2, 4: 2}",1
12,False,"{'a': 0.3, 'e': 0.8863848717161291}",20,0,-40.95499892142814,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
13,False,"{'a': 0.3, 'e': 0.8775210229989678}",25,18,-0.7942478790277703,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.3, 'e': 0.8687458127689781}",25,0,-113.35653798368263,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
15,False,"{'a': 0.3, 'e': 0.8600583546412883}",20,0,-75.63887462723129,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
16,False,"{'a': 0.3, 'e': 0.8514577710948754}",30,0,-156.5705342983935,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
17,False,"{'a': 0.3, 'e': 0.8429431933839266}",20,0,-72.36027062678323,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
18,False,"{'a': 0.3, 'e': 0.8345137614500874}",25,0,-52.731879482271495,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
19,False,"{'a': 0.3, 'e': 0.8261686238355865}",25,0,-254.0100174744362,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 5}",0
20,False,"{'a': 0.3, 'e': 0.8179069375972307}",25,0,-213.33088859274704,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
21,False,"{'a': 0.3, 'e': 0.8097278682212583}",25,0,-200.11720334325176,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
22,False,"{'a': 0.3, 'e': 0.8016305895390458}",25,0,-144.0472160434501,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
23,False,"{'a': 0.3, 'e': 0.7936142836436553}",25,0,-159.49549902102274,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
24,False,"{'a': 0.3, 'e': 0.7856781408072188}",20,0,-48.08135879276791,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
25,False,"{'a': 0.3, 'e': 0.7778213593991465}",20,0,-93.26727291077859,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",1
26,False,"{'a': 0.3, 'e': 0.7700431458051551}",25,0,-59.14723693398804,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
27,False,"{'a': 0.3, 'e': 0.7623427143471035}",20,0,-38.11858855943906,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
28,False,"{'a': 0.3, 'e': 0.7547192872036325}",30,0,-63.31545331761571,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 1}",0
29,False,"{'a': 0.3, 'e': 0.7471720943315961}",25,0,-96.92609904473323,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
30,False,"{'a': 0.3, 'e': 0.7397003733882802}",20,0,-57.48812058567909,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
31,False,"{'a': 0.3, 'e': 0.7323033696543974}",25,0,-152.86388313630874,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
32,False,"{'a': 0.3, 'e': 0.7249803359578534}",25,0,-71.99585562323288,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
33,False,"{'a': 0.3, 'e': 0.7177305325982748}",35,0,-82.27388010086662,"{0: 26, 1: 1, 2: 5, 3: 3, 4: 0}",0
34,False,"{'a': 0.3, 'e': 0.7105532272722921}",20,0,-126.42670198444725,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
35,False,"{'a': 0.3, 'e': 0.7034476949995692}",35,0,-210.83088247291528,"{0: 19, 1: 5, 2: 7, 3: 1, 4: 3}",0
36,False,"{'a': 0.3, 'e': 0.6964132180495735}",25,0,-93.23185711564612,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
37,False,"{'a': 0.3, 'e': 0.6894490858690777}",25,0,-144.25362943975122,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
38,False,"{'a': 0.3, 'e': 0.682554595010387}",35,5,-136.97448353790736,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",1
39,False,"{'a': 0.3, 'e': 0.6757290490602831}",20,0,0.6152760161336346,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
40,False,"{'a': 0.3, 'e': 0.6689717585696803}",25,1,-26.87528200012728,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
41,False,"{'a': 0.3, 'e': 0.6622820409839835}",25,0,-87.92786937651145,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
42,False,"{'a': 0.3, 'e': 0.6556592205741436}",20,0,-56.46475818468003,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
43,False,"{'a': 0.3, 'e': 0.6491026283684022}",25,0,-141.42665440874842,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 2}",0
44,False,"{'a': 0.3, 'e': 0.6426116020847181}",20,10,11.908032375179301,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.3, 'e': 0.6361854860638709}",30,0,-111.5212793399695,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
46,False,"{'a': 0.3, 'e': 0.6298236312032323}",20,16,5.795610674950272,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.3, 'e': 0.6235253948912}",30,8,-12.493727972689497,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
48,False,"{'a': 0.3, 'e': 0.617290140942288}",20,0,-125.70263428891639,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
49,False,"{'a': 0.3, 'e': 0.6111172395328651}",30,0,-112.92337633311607,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
50,False,"{'a': 0.3, 'e': 0.6050060671375365}",20,0,-25.38534666019104,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
51,False,"{'a': 0.3, 'e': 0.5989560064661611}",20,0,-13.661442557248973,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
52,False,"{'a': 0.3, 'e': 0.5929664464014994}",20,0,-17.248804894166398,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
53,False,"{'a': 0.3, 'e': 0.5870367819374844}",25,10,-26.712300069429663,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.3, 'e': 0.5811664141181095}",30,22,7.0132394274884025,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.3, 'e': 0.5753547499769285}",30,0,-144.30609240404365,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
56,False,"{'a': 0.3, 'e': 0.5696012024771592}",25,19,9.297626516642529,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.3, 'e': 0.5639051904523876}",20,6,-9.981893808461354,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.3, 'e': 0.5582661385478638}",20,6,-24.75502695085372,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
59,False,"{'a': 0.3, 'e': 0.5526834771623851}",30,10,-57.271690404516754,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
60,False,"{'a': 0.3, 'e': 0.5471566423907612}",20,0,-4.225377801038428,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
61,False,"{'a': 0.3, 'e': 0.5416850759668536}",20,0,-56.70232127675304,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
62,False,"{'a': 0.3, 'e': 0.536268225207185}",25,14,-6.226566635972643,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
63,False,"{'a': 0.3, 'e': 0.5309055429551132}",25,0,15.882829071880185,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
64,False,"{'a': 0.3, 'e': 0.525596487525562}",20,0,9.61988882043841,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
65,False,"{'a': 0.3, 'e': 0.5203405226503064}",25,0,-16.68325940544255,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
66,False,"{'a': 0.3, 'e': 0.5151371174238033}",20,0,7.885341854776984,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
67,False,"{'a': 0.3, 'e': 0.5099857462495653}",25,7,19.385139804826114,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.3, 'e': 0.5048858887870696}",20,6,5.146356010382792,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.3, 'e': 0.4998370298991989}",25,0,-15.327103033845914,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.3, 'e': 0.49483865960020695}",20,13,11.621497479258538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.3, 'e': 0.4898902730042049}",20,4,-3.0205552770594744,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
72,False,"{'a': 0.3, 'e': 0.48499137027416284}",25,0,-61.826643272178906,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.3, 'e': 0.4801414565714212}",30,16,-41.43331635461202,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.3, 'e': 0.475340042005707}",20,12,-15.087116450659979,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.3, 'e': 0.47058664158564995}",30,23,6.970515679760563,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.3, 'e': 0.4658807751697934}",20,11,-5.7815549796967085,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
77,False,"{'a': 0.3, 'e': 0.4612219674180955}",25,7,10.966193171834826,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.3, 'e': 0.45660974774391455}",20,4,-53.122038166686366,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
79,False,"{'a': 0.3, 'e': 0.4520436502664754}",25,0,-19.29363536632027,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.3, 'e': 0.44752321376381066}",25,0,-47.29123868499013,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
81,False,"{'a': 0.3, 'e': 0.44304798162617254}",20,12,-26.917338683107765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.3, 'e': 0.4386175018099108}",20,0,-85.1278867692405,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
83,False,"{'a': 0.3, 'e': 0.4342313267918117}",20,6,-51.25092730002961,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
84,False,"{'a': 0.3, 'e': 0.4298890135238936}",20,0,-19.829543329704148,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
85,False,"{'a': 0.3, 'e': 0.42559012338865465}",25,8,-24.155474954933673,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
86,False,"{'a': 0.3, 'e': 0.4213342221547681}",25,7,-27.001682062945825,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
87,False,"{'a': 0.3, 'e': 0.41712087993322045}",25,0,-3.906722517610989,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
88,False,"{'a': 0.3, 'e': 0.41294967113388825}",20,8,19.399343940719085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.3, 'e': 0.40882017442254937}",30,6,-82.32901711451032,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 0}",1
90,False,"{'a': 0.3, 'e': 0.4047319726783239}",25,13,-0.14691265095080452,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.3, 'e': 0.40068465295154065}",20,0,-15.50135192100252,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
92,False,"{'a': 0.3, 'e': 0.39667780642202527}",20,8,-0.03367131384464139,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.3, 'e': 0.392711028357805}",20,16,5.853775184409688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.3, 'e': 0.38878391807422696}",30,12,-46.382456860831546,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
95,False,"{'a': 0.3, 'e': 0.3848960788934847}",20,8,-138.3902895582115,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 3}",1
96,False,"{'a': 0.3, 'e': 0.38104711810454983}",25,6,-14.304280820276748,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
97,False,"{'a': 0.3, 'e': 0.37723664692350434}",25,4,-48.01050833509509,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
98,False,"{'a': 0.3, 'e': 0.37346428045426927}",20,2,8.36429089017518,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.3, 'e': 0.36972963764972655}",20,5,-43.978043052999034,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.3, 'e': 0.36603234127322926}",20,12,-0.3584291142656073,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.3, 'e': 0.36237201786049694}",20,6,2.946269501517087,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.3, 'e': 0.358748297681892}",20,12,9.473130028689608,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.3, 'e': 0.35516081470507305}",20,0,15.516448995705874,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.3, 'e': 0.3516092065580223}",20,15,8.992493495920932,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.3, 'e': 0.34809311449244207}",25,9,-12.848364443296948,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.3, 'e': 0.34461218334751764}",20,5,-57.72482670296303,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
107,False,"{'a': 0.3, 'e': 0.34116606151404244}",20,6,22.51737047509917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.3, 'e': 0.337754400898902}",30,1,-100.7385054108979,"{0: 23, 1: 2, 2: 0, 3: 2, 4: 2}",1
109,False,"{'a': 0.3, 'e': 0.334376856889913}",25,0,-26.88600496272636,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
110,False,"{'a': 0.3, 'e': 0.33103308832101386}",20,12,-6.782894942586001,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
111,False,"{'a': 0.3, 'e': 0.3277227574378037}",20,14,9.521086065913623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.3, 'e': 0.3244455298634257}",20,6,2.313969728640764,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.3, 'e': 0.3212010745647914}",20,13,-0.12498669294559672,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.3, 'e': 0.3179890638191435}",25,1,-62.95768861175895,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 2}",1
115,False,"{'a': 0.3, 'e': 0.31480917318095203}",20,0,-22.85223522314987,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
116,False,"{'a': 0.3, 'e': 0.3116610814491425}",20,5,9.851480064085969,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.3, 'e': 0.30854447063465107}",20,9,18.6781730759099,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.3, 'e': 0.30545902592830454}",25,18,3.3836444940337804,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.3, 'e': 0.3024044356690215}",20,0,-22.823326917176452,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
120,False,"{'a': 0.3, 'e': 0.29938039131233124}",25,12,22.28805567985059,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.3, 'e': 0.2963865873992079}",25,16,17.251467483079146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.3, 'e': 0.29342272152521587}",25,17,-7.387096064159845,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.3, 'e': 0.2904884943099637}",20,0,-19.982388798584243,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
124,False,"{'a': 0.3, 'e': 0.28758360936686406}",30,0,2.158698098624364,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.3, 'e': 0.2847077732731954}",20,0,16.953149077193764,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.3, 'e': 0.28186069554046345}",25,16,15.572145176032961,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.3, 'e': 0.2790420885850588}",25,17,-29.212929806019993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
128,False,"{'a': 0.3, 'e': 0.2762516676992082}",25,10,-18.01653365709554,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
129,False,"{'a': 0.3, 'e': 0.27348915102221616}",30,7,41.512209811486905,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.3, 'e': 0.270754259511994}",20,14,12.278201239939833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.3, 'e': 0.26804671691687404}",20,10,20.32496892821905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.3, 'e': 0.2653662497477053}",25,3,15.409744180902033,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
133,False,"{'a': 0.3, 'e': 0.2627125872502282}",25,5,11.019133511853184,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
134,False,"{'a': 0.3, 'e': 0.2600854613777259}",30,13,15.317505059952676,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.3, 'e': 0.2574846067639487}",20,16,7.305571156118689,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.3, 'e': 0.2549097606963092}",25,15,5.148065597638612,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.3, 'e': 0.2523606630893461}",20,8,-26.86345639762257,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.3, 'e': 0.24983705645845267}",25,7,-31.942405097510242,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
139,False,"{'a': 0.3, 'e': 0.24733868589386815}",20,5,2.7598681366383095,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.3, 'e': 0.24486529903492946}",20,13,13.361735402793705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.3, 'e': 0.24241664604458016}",20,0,8.825408078804246,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.3, 'e': 0.23999247958413436}",20,13,13.092932486385052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.3, 'e': 0.23759255478829303}",30,6,18.34027929143088,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.3, 'e': 0.2352166292404101}",20,16,8.589728791891584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.3, 'e': 0.232864462948006}",30,18,10.579775351112335,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.3, 'e': 0.23053581831852593}",20,3,-3.3276242118791073,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.22823046013534068}",20,8,11.593375792745848,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.3, 'e': 0.22594815553398728}",20,11,-26.68148019001314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.3, 'e': 0.22368867397864742}",25,5,-30.73798452315851,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
150,False,"{'a': 0.3, 'e': 0.22145178723886094}",20,1,-6.115094473688977,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.3, 'e': 0.21923726936647234}",20,5,25.848547636246224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.3, 'e': 0.2170448966728076}",30,16,-18.394549307579233,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
153,False,"{'a': 0.3, 'e': 0.21487444770607952}",20,4,-22.638232135267963,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.3, 'e': 0.21272570322901874}",25,5,2.2725234776983667,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.3, 'e': 0.21059844619672854}",20,9,5.682860933879763,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.3, 'e': 0.20849246173476127}",20,0,31.100404776339698,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.3, 'e': 0.20640753711741366}",20,9,-22.61422572164352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.3, 'e': 0.20434346174623952}",30,15,17.95014654094217,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.3, 'e': 0.20230002712877712}",20,8,-13.581995517365396,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
160,False,"{'a': 0.3, 'e': 0.20027702685748935}",20,16,6.939680373845346,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.19827425658891445}",25,18,15.876719230802665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.3, 'e': 0.1962915140230253}",25,11,28.322340999094937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.3, 'e': 0.19432859888279505}",25,20,9.063642294166689,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.3, 'e': 0.1923853128939671}",25,19,9.712895597896997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.3, 'e': 0.19046145976502743}",25,17,14.010653575680983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.3, 'e': 0.18855684516737714}",20,6,-21.194979244935478,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
167,False,"{'a': 0.3, 'e': 0.18667127671570335}",20,0,6.276401043219767,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
168,False,"{'a': 0.3, 'e': 0.18480456394854633}",20,14,-8.292768844410912,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.3, 'e': 0.18295651830906087}",20,6,-18.132858366707254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.3, 'e': 0.18112695312597027}",25,13,-24.4079825634527,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.3, 'e': 0.17931568359471056}",20,13,14.929806264670006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.3, 'e': 0.17752252675876345}",20,16,6.4126477705864655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.3, 'e': 0.17574730149117582}",20,15,3.5786324211360263,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.3, 'e': 0.17398982847626407}",25,8,3.420129817992345,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
175,False,"{'a': 0.3, 'e': 0.17224993019150142}",25,0,37.26442874445739,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
176,False,"{'a': 0.3, 'e': 0.1705274308895864}",20,14,-3.6979386986179703,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.16882215658069055}",30,19,10.83925554118163,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.3, 'e': 0.16713393501488363}",20,12,2.131695168623688,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.16546259566473479}",25,15,-4.579296518593664,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
180,False,"{'a': 0.3, 'e': 0.16380796970808745}",20,13,11.437215338160588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.16216989001100657}",20,6,23.1943654520859,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.3, 'e': 0.1605481911108965}",30,22,5.254421097392599,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.3, 'e': 0.15894270919978754}",30,18,21.76586447660057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.15735328210778965}",25,10,-59.86131317369017,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
